author,comments,update,sentiment_score,analysis_think
苹果资讯,科技早报 | 苹果开盘市值蒸发逾千亿美元；董明珠与孟羽童合体直播,05-24,2,苹果市值暴跌引发市场担忧，但合体直播无直接影响，整体偏悲观
哔哩哔哩-W资讯,热门国产科幻动画《灵笼》第二季开播,05-24,4,评论提及作品受欢迎且即将开播，隐含积极情绪
哔哩哔哩-W资讯,恒生科技指数涨幅扩大至1%,05-23,4,涨幅扩大表明市场积极，但1%属于小幅上涨，整体偏乐观
哔哩哔哩-W资讯,哔哩哔哩额外发售9000万美元可换股优先票据 拟筹资6.78亿美元,05-23,4,公司融资动作被市场视为积极信号，但需关注股权稀释风险
网易云音乐资讯,港股收盘 | 恒生指数周线7连阳 黄金股再度走强,05-23,4,评论中提到恒生指数周线7连阳和黄金股走强，整体呈现积极情绪
哔哩哔哩-W资讯,《三谋》稳健运营，利润侧持续改善,05-22,4,评论提到公司稳健运营和利润改善，属于积极评价
富可成金de张飞,还要破一次120,05-22,1,评论暗示股价将跌破120，属于极度悲观预测
股友362331w77Z,涨一天跌三天，明天大概率跌到130,05-22,3,评论描述股价短期波动并预测下跌，但未明确表达强烈情绪，属于中性偏悲观
哔哩哔哩-W资讯,大和：上调哔哩哔哩目标价至240港元,05-21,4,分析师上调目标价，表明看好公司前景，属于积极信号
阿里巴巴-W资讯,港股科技延续涨势！恒生科技还能投吗？,05-21,4,评论肯定港股科技涨势，但疑问语气可能影响整体情感
哔哩哔哩-W资讯,B站一季报：游戏收入大涨76% 用户日均使用时长创新高,05-21,5,收入增长和用户使用时间创新高，体现积极趋势
股友20n531c299,三谋不行了?一季度是不是爆亏?,05-20,1,评论者质疑公司表现并猜测亏损，明显悲观情绪
我不想努力了阿姨,三某赚的，叔叔拿来挥霍了,05-20,3,评论描述某人赚了钱被挥霍，可能隐含负面情绪但未明确表达
Tim969,这出货走势晚上估计要不及预期了,05-20,2,评论中表达出对出货不及预期的担忧，属于悲观情绪
名创优品资讯,港股本周要闻前瞻｜国家统计局公布4月经济数据 名创优品等多家公司披露业绩,05-19,3,评论提及经济数据和业绩披露，但未明确正负面信息，属中性
啥都不懂小学徒,今天有这么跌的？？？睿子！,05-19,1,评论中使用了强烈感叹词和疑问句，表达极度不满
山寨强,本来我也想买点，看见他工资比很多上市公司利润还高，劝退了,05-19,4,评论中带有否定语气，但仍有轻微兴趣，整体偏悲观
美团-W资讯,元宇宙、AI齐上阵！2025上海信息消费节“消费扩界”,05-18,5,评论提及科技趋势，无负面信息，积极情绪明显
古麒绒材资讯,下周财经日历（5月19日-5月25日）,05-17,3,评论未提及具体事件，属于中性
我不想努力了阿姨,美股真是流动性充沛啊,05-17,4,评论使用积极词汇但带有调侃语气，整体偏乐观
哔哩哔哩资讯,深夜！中概股爆发！纳指直线跳水,05-16,3,中概股爆发与纳指跳水形成对比，整体情绪偏中性
冰雪聪明的吊锅,腾讯音乐网易云音乐，下一个就是你了,05-16,3,评论提及竞争关系，但未明确负面情绪，可能中性或乐观
股友z707812R61,从几点交易到几点？,05-16,3,询问时间范围，无情绪倾向
不曾远走,失望透顶,05-15,1,评论表达极度失望，符合1分标准
啥都不懂小学徒,阿里巴巴股价都要赶上你了，和睿子一样，face都不要了！,05-15,3,评论中带有明显负面情绪，但未明确否定股票本身。
全国玉林烤,京东快递柜,05-15,3,评论内容缺乏具体信息，无法判断情感倾向
天天学习1234,买中概的人真惨,05-14,1,评论使用'真惨'表达强烈负面情绪，属于极度悲观
不曾远走,真是一坨，网易云都飞了,05-14,1,评论使用强烈负面词汇表达极度不满
基民6217G0U561,是不是都没人玩了？,05-14,1,评论表达市场冷清，暗示极度悲观
文远知行资讯,昨夜，美股集体大涨，金价跳水！多只中概股涨逾10%,05-13,5,美股大涨、中概股涨逾10%表明市场乐观
我不想努力了阿姨,有本事别撤单啊,05-13,2,评论中带有强烈负面情绪，指责对方行为，属于悲观情绪
京东资讯,平台618大促今起开打！阿里狂砸50亿备战 京东百亿外卖补贴叠加国补再掀价格战？,05-13,4,评论提及促销和补贴，但未提及负面因素，整体偏向积极
比亚迪电子资讯,A50指数直线飙升！,05-12,5,A50指数直线飙升，明显表达积极情绪
美团-W资讯,中美关税谈判“实质性进展”引爆港股：恒生科技单日飙涨5%，超20亿港元抢筹腾讯美团,05-12,5,中美关税谈判进展引发港股上涨，市场积极反应
乘风破浪定有时,拿了一个多月刚卖了就涨不玩了，明天回大A,05-12,4,评论中表达对股价上涨后不继续持有的失望，属于悲观情绪
向阳花开易为春,小破站的游戏排名还有待提升,05-10,1,评论直接批评平台游戏排名不佳，带有强烈负面情绪
哔哩哔哩资讯,全国首创！上海杨浦对优秀UP主购房最高补贴200万元 有人感叹“房子买早了”,05-10,3,评论提及政策利好但未直接关联股票，情感中性
翡翠富贵de长十郎,长期持有终有一天会到600,05-09,5,评论表达对股价上涨的乐观预期
不曾远走,破站不行了,05-09,1,评论中明确表达对股价跌破支撑位的失望，属于极度悲观情绪
哔哩哔哩-W资讯,截至二零二五年四月三十日止股份发行人的证券变动月报表,05-09,3,评论描述财务报表发布日期，无情感倾向
啥都不懂小学徒,小马啊，还得多学，连睿子一个零头都不到,05-08,2,评论批评小马学习不足，带有贬义
心宽似海百财请进,建仓结束，急跌后就拉伸,05-08,3,评论包含'急跌'和'拉伸'，暗示市场短期波动但整体趋势不明，情绪中性。
翡翠富贵de长十郎,坚信有一天你会回到四百多甚至七八百的价位,05-08,4,评论中包含积极预期，但未明确市场状况，可能偏向乐观。
快手-WR资讯,中文播客商业化之困：2亿听众难变现，平台与创作者如何突围？,05-07,2,评论指出播客商业化困境，提及听众数量与变现困难，整体呈现负面情绪。
啥都不懂小学徒,尾盘俯冲，真有你的睿子,05-07,3,评论中包含负面情绪词汇，但未明确表达极端悲观
山寨强,这次回调又要奔年线123.6去了吧？,05-07,1,评论明确提及回调和年线，暗示市场悲观预期
富可成金de张飞,假期里那么猛，今天怎么就萎了？,05-06,4,评论表达对市场表现的失望，但未到极端悲观程度
全国玉林烤,来玩,05-06,3,评论缺乏明确情感线索，难以判断
冰雪聪明的吊锅,4.7号的缺口都补上了想，就你还在这里墨迹,05-06,3,评论提及缺口补上，但后半句带有负面情绪，整体偏中性偏乐观。
此次顶部在6224,就靠一手三谋盈利，结果策划弄成一坨，盈利就只是暂时的，等着看戏,05-05,1,评论批评策略失败，表达极度悲观
深思笃行,真的不敢相信，B站的高层在年年亏损的情况下居然工资高的令人窒息，主席董事2.5亿,05-03,1,评论批评B站高层高薪与亏损矛盾，情绪强烈负面
星竞威武资讯,上海电竞产业已成亚洲独一档的存在 | 海斌访谈,05-03,5,评论使用'独一档'强调行业地位，属于积极评价
哔哩哔哩资讯,美股全线拉升，中概股大涨！特朗普，再催美联储降息,05-03,4,美股和中概股上涨，特朗普催促降息，整体市场情绪积极
阿里巴巴-W资讯,港股风向标｜恒指再度发力反弹上探 市场聚焦关税博弈及内需炒作,05-02,4,市场关注焦点在关税博弈和内需炒作，但未明确表达负面情绪，整体偏积极。
哔哩哔哩-W资讯,看纪录片就能抵学分！B站联合百所大学举办纪录片开放周,05-02,4,活动积极，但提及抵学分可能隐含促销，整体偏中性
稳住T我们能赢,请问节假日港股的盈亏是在周二大A开盘的时候才开始计算进去吗？,05-02,3,评论询问交易规则问题，无明显情绪倾向
哔哩哔哩资讯,B站纪录片开放周：3400部纪录片五一免费看 高校学子还能抵学分！,05-01,5,活动规模大且有激励措施，属于积极事件
