author,comments,reply_comments,reply_authors,update
基民Gl958k,磨到生不如死,,,10-28
锁镙丝韭特,收盘最低点,,,10-28
股友7d9a789183,垃圾,,,10-28
锁镙丝韭特,垃圾,,,10-28
锁镙丝韭特,业绩有巨雷,,,10-28
锁镙丝韭特,垃圾,,,10-28
富贵生财的张三丰,美的集团天天在盘谷子到了实验店，现在还在3400点正开始。,,,10-28
做空美的,可以预见，几年后，农行83，美的73,,,10-28
老实打工,大盘上下震荡，拉来拉去还是那几个热门股，其他的基本都躺下了,,,10-28
股友QN77822532,这票涨也涨不多顶多短期78最高了，可能要涨一个月才有5%的涨幅，还不如买科技1-,,,10-28
激动牢头,百手卖单肯定是机构，这么低价卖，真有钱，,,,10-28
A股20年的巴菲特,大盘涨跌你都不得行，退市算了,,,10-28
股友056F7l7302,老登，没救了,,,10-28
深情的许芯蕊4,股价妥妥地被工业妇联超越，市值更不用说！！同样号称白马股，公司营收也差不多，也都,,,10-28
闲云野鹤wws,美的另有担当，护大盘，是股指期货标的又要兼顾H股，真正反映家电块趋势的是格力与海,,,10-28
国服亚瑟也炒股,本应该是，从从容容，游刃有余，而现在是，冲冲忙忙，连滚带爬，没出息,,,10-28
远胜资本,万东医疗，合康新能，科陆电子三季报没一个业绩不下滑的，家电又是激烈价格战,,,10-28
股友ueUHZw,真的没出息,,,10-28
万里江山血红,看看反抽力度，海尔又是最差的,,,10-28
滚雪球6669999,这股还在3300的位置,,,10-28
市值风云大黑嘴,都沦落到这样打广告的地步了？？,,,10-28
慢有慢的好,大盘逆子，明天大盘跌看你涨还是跌,,,10-28
阳光的许哲,用这里卖出去的1/3仓位在外面随便买，几天时间赚得就比这里多,,,10-28
n709813814958334,稀烂,,,10-28
基民u9zX,我在美的躲牛市,,,10-28
n962513624647338,三季度业绩会怎么样？要不要先避下锋芒,,,10-28
A股20年的巴菲特,我怎么感觉上4000点了，外资机构一直鼓吹A股还有上涨空间，其实是在大逃亡呢！美,,,10-28
靓靓无敌,美的回购，是全市场最恶心的，天天一个亿多，但是美的股价，同大盘背道而驰。,,,10-28
牛市不断,科技的狂欢，老登的悲哀,,,10-28
市值风云大黑嘴,美的集团竟然打开同花app竟然看到它的弹窗广告？什么情况，上个月这样做广告的还是,,,10-28
股友x62099P970,以后别回购了，只接特别分红吧,,,10-28
A股20年的巴菲特,美的回购真的太见了，受不了了，被他整疯了！,,,10-28
拉高出货了,先看73.68,,,10-28
赵老歌一直割,看来老登股没有春天了,,,10-28
美的被套五百年,抄底抄底,,,10-28
股友056F7l7302,笑死人了,,,10-28
基民u9zX,大盘逆子,,,10-28
太阳哥01,业绩很差很差吗，跌跌跌跌跌。,,,10-28
股友khMm72,垃几永远都是拉几、都快跑吧、别在这浪费时间,,,10-28
A股20年的巴菲特,美的好像有一只无形的大手再控制你的走向！,,,10-28
股友7VX3199965,跟跌不跟涨,,,10-28
A股20年的巴菲特,4000点了，你还在2800点，真牛,,,10-28
KarmaM,老登真是死水一潭！2年了，撤了。哎，昨日黄花！,,,10-28
回本_就销户,近1000点就没涨过,,,10-28
美的被套五百年,有承接，要不要满仓进,,,10-28
股友7VX3199965,比银行股分红都高了,,,10-28
美的被套五百年,美的要完蛋了,,,10-28
股友7VX3199965,工业富联一个代工厂毛利率低的可怜，市值都能是美的的3倍，美的差到哪了,,,10-28
A股20年的巴菲特,非要下来接5日线，真是老登股,,,10-28
股友An91LE,丢人现眼,,,10-28
美的无脑冲666666,垃圾，一直都是，跟跌不跟涨。又开始随大盘跌了,,,10-28
美的真美的,真是个垃圾，大盘涨你跌，大盘跌，你更跌。。。真无语了,,,10-28
A股20年的巴菲特,大盘涨你不跟，跌你比大盘跑得快，不理想呀,,,10-28
最后一个多头哥,还是海信靠谱啊兄弟们,,,10-28
股友2L8567616O,又拉工业富联了，今天又提前结束了,,,10-28
美的被套五百年,走了走了，小亏0.3%，不玩了,,,10-28
赵老歌一直割,老登今天发发力，助力大盘上4000,,,10-28
激动牢头,美的公司独知3季报，更知价值，现价格不停回购，说明严重低估,,,10-28
A股20年的巴菲特,哦豁完犊子了今天，会不会低开低走！,,,10-28
股友8o82025q75,又没戏了,,,10-28
激动牢头,格隆汇网：10月27日美的集团耗资人民币1亿元回购133.3万股A股，公司独知道,,,10-28
美的集团资讯,美的集团：融资净买入30.04万元，融资余额56.14亿元（10-27）,,,10-28
流干最后一滴血,$美的集团(SZ000333)$,,,10-28
活力的吴雪梅,今天我要接回来,,,10-28
交易员云起,一把直尺打天下/美的集团65-75之间大规模箱体，对应主升浪100附近；区间内，,,,10-28
股友BeQEuR3851,欧奈尔与巴菲特的选股标准完全相反买点卖点持有时间也完全不同，,,,10-28
美的集团资讯,“何享健青年科学家”首期项目揭晓仪式及学术研讨会举办 赋能基础研究与应用突破,,,10-28
四川长虹资讯,家电巨头拥抱体育赛事 提升品牌影响力,,,10-28
柔和的欧鸣凌,美的,,,10-27
股友056F7l7302,好怕三季报一出就来个大暴跌,,,10-27
睿智英明的冉翼扬,按照现在4000点位，美的正常价是90，现在是严重被低估，胆小的满仓干，胆大的可,,,10-27
美的被套五百年,刚刚花20反正统计了一下，2025.4.9--2025.10.27，总回购92.,,,10-27
飞龙在天财源滚滚,差，大盘4000了,,,10-27
股友2369Y861v9,又滞胀了，明天玄了,,,10-27
股友056F7l7302,感觉不妙,,,10-27
美的集团资讯,美的“带不动”万东医疗,,,10-27
