author,comments,reply_comments,reply_authors,update
潜水鱼乐,#茅台盘中涨近4%，白酒板块到底了？#抄底宁德时代不香吗![旺柴],,,07-02
七钱捉妖师阿力88,#茅台盘中涨近4%，白酒板块到底了？#抄底茅台，关键是什么时候是底?,,,07-02
家财州鹤的楼高,#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
努力向上爬,留着存银行吧！#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
基民icnqGX,价值投资#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
淡看浮华听风雨,白酒致癌#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
操作要稳健,龙头就是龙头#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
股友285330DQ29,1融券和量化在光线传媒股票上体现的极致了。#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
股友i2A6365793,都不要#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
美股临时监理,还有2499买入的小伙伴吗？,,,07-02
股友060g86817f,#茅台盘中涨近4%，白酒板块到底了？#正元智慧好好好关注,,,07-02
股友060g86817f,正元智慧好好好,,,07-02
杨公子好吗,就不错根本#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
谦让之爱丝魅,#茅台盘中涨近4%，白酒板块到底了？#远没到底,,,07-02
姚湘丶,到底怎么了？这说的真好#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
油糕炒,老乡别走，快来喝茅台#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
坐井男,还在山顶呢！#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
股友TUEz3N,投资分红性价比更高#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
阿法SHEN,这酒不能停，要不怎么醉生梦死独树一帜呢,,,07-02
好运来375,没有投资价值#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
遇见大家一起发财,让酒价回归理性，最高限价不过千元和烟草一样#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
虎影子,粮食+水#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
石评股市,看好茅台#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
敢作敢当的婉兮6,回光返照而已，茅台至少跌破800#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
碌柒大过肶,二季度打底1亿，上半年完成1.82亿，准摘帽股，中报提前发，淦，每天牛，慢牛，@,,,06-28
健康之天秤,再买酒股就脑有问题了！#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
每日一V,就看能不能坚持了#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
c7119951424279612,1400主力认可底部。#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
长相守高,十年不要买#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
努力克服价投思维的韭菜,旺旺队真有钱，拉升销售放缓从时间纬度来看，没有新增消费者的白酒。拉升息差收窄，坏,,,07-02
霉千张,这种东西涨了是麻烦，明天抛出来创新低！#茅台盘中涨近4%，白酒板块到底了？#,,,07-02
中环线龙脉7128,不忘白酒,,,07-02
股友ODzemg,全体唱空是好事,,,07-01
古道密语,今日低吸买入万集科技，买在分歧，后续看反弹。#IPO受理、上会全部恢复，如何解读,,,06-24
逆流而上15,看来白酒不起，大盘难有大涨了,,,07-01
股友ViwisE,飞天茅台还要跌，因为一旦预期发生改变了。持有飞天茅台酒的人就会迅速现金为王，因为,,,06-25
基民09r9297w30,这些机构显然没安好心，优质酒企拼命砸盘，垃圾酒企却能飘红，岂不怪哉！,,,07-01
蚂蚁的寂寞生活,白酒永远结束了,,,07-01
富贵来财94楚留香,洋河市盈率12倍比五粮液低很多，股息率5.66，整个白酒板块最高#林园：白酒股调,,,06-28
普臣趋势,A股有一个现象就是唱空茅台越激烈，A股距离底部越近，但绝对还不是底，#飞天批发价,,,07-01
文韬武略之白鹤,酒文化已经刻进骨子里的东西，不会倒。,,,07-01
千寻1060224,酒饮料价格即将进入矿泉水价格时代！,,,06-30
股友Q088290r27,复制的半导体：目前跌0.2％今天冲高回落，和昨天差不多。目前在半年线上方运行，先,,,06-30
股友Q088290r27,复制的半导体：目前跌0.2％今天冲高回落，和昨天差不多。目前在半年线上方运行，先,,,06-30
青青岛11,$房地产(IS931775)$$白酒(BI0896)$$江苏银行(SH60091,,,06-30
碌柒大过肶,一群T苟卖飞乱吠，2元的白酒股买不起，茅台不是挺好怎么不去买？,,,06-29
上海鑫哥,#飞天批发价下跌，茅台出手稳价了？#必须还有一波下跌。,,,06-25
bussla,茅台24年市值会到1万亿以下的,,,06-26
股友BguAj17459,都醒醒吧！茅台酒是喝的，不是用来炒的；就像房子是用来住的，不是用来炒的一样。,,,06-28
华少聊财经,6月终于熬过去了，期待美好的7月,,,06-28
股市行情小白,为什么不说茅台是用来喝的不是用来炒的,,,06-28
hred2007,茅台不跌，科技股就没戏#飞天批发价下跌，茅台出手稳价了？#,,,06-25
逆流而上15,白酒彻底被抛弃了[奸笑][奸笑][奸笑],,,06-28
股友WQVSj3,最垃圾的白酒就是水凉水跌的离谱了,,,06-28
不同尋常,月线看还在半山腰，酒真的不能碰，重要的事情说三遍。,,,06-28
新手小岚,量化把白酒搞死了，真牛逼,,,06-28
韭菜苦唯自渡,弱势之下，任何利空都会被放大。市场飞天茅台价格下跌与茅台酒厂有多大关系？前期公司,,,06-27
莫冲动_管住手,天天砸白酒，砸的这么爽吗,,,06-27
秀丽之无花果,港股仙股千万玩起来要注意下跌起来不讲道理，快进快出，千万不要留恋，留恋了就会永不,,,06-26
逆流而上15,资金的十亿起步流入白酒，不然白酒板块难起的来,,,06-26
杨小盼,板块轮动，该白酒了,,,06-26
股友IeN8C6,毛哥可能已经完成了自己的历史使命,,,06-25
鑫鑫滚滚来,#茅台批价回稳！花旗：下跌是机会#买吧，一买一个不吱声,,,06-26
股友0K30Q90985,不能和趋势作对不要言底否则会很惨#飞天批发价下跌，茅台出手稳价了？#,,,06-25
有爱变恨,开车不喝酒，喝酒不开车。杀伤力强大。我家这个月刚办二十桌酒席，只喝掉十二瓶，离预,,,06-25
股票洞察,茅台没有了代币功能和金融属性就是一瓶酒，比还厉害#茅台批价回稳！花旗：,,,06-26
股潮涌动,这基我打算买入，对它的未来收益很有信心,,,06-25
华少聊财经,昨天125.8进的，确实不敢格局,,,06-25
认认真真之人马座,个人感觉价格还是高得离谱。#飞天批发价下跌，茅台出手稳价了？#,,,06-24
非一般的人生,不管他怎么跌，先回本再说。[大笑]#茅台批价回稳！花旗：下跌是机会#,,,06-25
生意多谋de无崖子,看不到一点希望，定投5年基金还亏损十个点。清仓了，明天砸盘应该我的一份功劳,,,06-25
股上早拾钱,大势已去#飞天茅台散瓶批发参考价涨至2150元#,,,06-25
股上早拾钱,大势已去#飞天茅台散瓶批发参考价涨至2150元#,,,06-25
al7898212598367142,这酒最多也就四五百一瓶，茅台酒毛利率达到百分之九十五以上，即使是四五百一瓶出厂价,,,06-25
有趣的潘京城1,建议全国每省建一家生产茅台的酒厂，每瓶卖2w元。#飞天茅台散瓶批发参考价涨至21,,,06-25
artzhang,喝了茅台酒，智商提高到200，什么科技公司都不如茅台，你要是喝了茅台酒，导弹都打,,,06-24
股友060g86817f,#飞天茅台散瓶批发参考价涨至2150元#中装转2超大单买入，严重超跌关注,,,06-25
羊肉泡馍加肉夹馍,还要下来#飞天茅台散瓶批发参考价涨至2150元#,,,06-25
有决策力的钟畅16,你不能只说价格不说哪里#飞天茅台散瓶批发参考价涨至2150元#,,,06-25
小徐同志,还涨？，150一瓶差不多#飞天茅台散瓶批发参考价涨至2150元#,,,06-25
梧桐93,什么保价？可能是放空炮#飞天茅台散瓶批发参考价涨至2150元#,,,06-25
雨林777,贵州就靠你啦，建议2w一瓶#飞天茅台散瓶批发参考价涨至2150元#,,,06-25
股友0717mq5781,#飞天茅台散瓶批发参考价涨至2150元#没技术，泡沫大很，,,,06-25
股海轻舟不怕浪,还是便宜了，这么高级的酒，应该涨到215000的。#飞天茅台散瓶批发参考价涨至2,,,06-25
股友y875U85565,喝不起的人太多了，半年内破1499元，你信吗#飞天茅台散瓶批发参考价涨至2150,,,06-25
伶俐乖巧的,根本就是智商税，像房地产，最后一地鸡毛#飞天茅台散瓶批发参考价涨至2150元#,,,06-25
透过现象看本质0,唯一最好国有酒品牌，后市看涨#飞天茅台散瓶批发参考价涨至2150元#,,,06-25
漂亮的小女孩,#飞天茅台散瓶批发参考价涨至2150元#把大量资金沉淀在宇宙天价的白水里，太愚昧,,,06-25
芜湖起飞的金轮,这算不算操纵市场？#飞天茅台散瓶批发参考价涨至2150元#,,,06-25
孙春蕾,茅台会回到2600元一股的高峰！,,,06-25
liyihongfa,谁还喝酒啊？这个行业已经是末路#飞天茅台散瓶批发参考价涨至2150元#,,,06-25
割肉大户,茅台都还涨一涨，其他呢？不躺平，真不对！！#飞天茅台散瓶批发参考价涨至2150元,,,06-25
ilovexj2000,这个消息牛，就信茅台，我又买了，核心仓位,,,06-25
福家大宝二宝,真假难辨，没人喝了#飞天茅台散瓶批发参考价涨至2150元#,,,06-25
成交量为王,#飞天茅台散瓶批发参考价涨至2150元#只要下跌趋势形成，任何反弹都无法阻挡！,,,06-25
买了就暴暴力上涨,没有科技性，也不应有收藏性#飞天批发价下跌，茅台出手稳价了？#,,,06-25
高进1997,茅台的未来很无耐，年轻人不喝，想喝的那批喝不起，等富一代这批走了茅台就剩个传说了,,,06-24
不要卖等风来,#飞天批发价下跌，茅台出手稳价了？#酒的销量在于活动，活动才有经济，所以酒是经济,,,06-25
泰然W金牛888888,应该顺应市规律由市场决定#飞天批发价下跌，茅台出手稳价了？#,,,06-25
涨停250以123与2B,降价才有量#飞天批发价下跌，茅台出手稳价了？#,,,06-25
善良的山天文9,尊重市场#飞天批发价下跌，茅台出手稳价了？#,,,06-25
自然的白欣儿,交给市场#飞天批发价下跌，茅台出手稳价了？#,,,06-25
好名字记不住,反正我不喝茅台，也不消费茅台，跟我没有任何关系。#飞天批发价下跌，茅台出手稳价了,,,06-25
正确的点,应该大幅提价，反正有人买，销量少点利润还能增加#飞天批发价下跌，茅台出手稳价了？,,,06-25
发财幸运树,希望公司出手稳住#飞天批发价下跌，茅台出手稳价了？#,,,06-25
福财航投,虽稳价了，但销量也低了！#飞天批发价下跌，茅台出手稳价了？#,,,06-25
工程师的感悟,#IPO受理、上会全部恢复，如何解读？##飞天批发价下跌，茅台出手稳价了？##长,,,06-25
股友67yF360339,一瓶酒精和水混合物值多少钱？很多所谓的精英竟然投资茅台。祝股市一路走好#飞天批发,,,06-25
G缘来如时,现在矛台可以工业化大生产，产能过剩，应该与其它洒类性价比-样亲民，让大众喝得起才,,,06-25
股友6w69199t58,茅台就是水，没有什么投资价值，没有科技含量呀，一定是历史高位，还有许多传统产业股,,,06-25
翡翠发财de左冷禅,下滑止不住#飞天批发价下跌，茅台出手稳价了？#,,,06-25
n513513699839166,#飞天批发价下跌，茅台出手稳价了？#3斤高粱1斤白酒，你想要好多甜？,,,06-25
富可积玉得婉琳,这个就多数送礼的，这个股价到顶了#飞天批发价下跌，茅台出手稳价了？#,,,06-25
股友A1Vu7h,回归自然价值#飞天批发价下跌，茅台出手稳价了？#,,,06-25
炒股养好人效率部,继续砸#飞天批发价下跌，茅台出手稳价了？#,,,06-25
股市搏击术,干就对了，假酒谁来负责？#飞天批发价下跌，茅台出手稳价了？#,,,06-25
乐观的金亚萍3,按他的配料成本价每瓶才80元己加瓶子及包装了。出厂价100%才160元，经销商挣,,,06-25
富贵高升地王重阳,不管厂家每年控制投放多少万吨，这个是带金融属性的东西，喝的不买，买的不喝，收藏量,,,06-24
韭菜中的好韭菜,斗胆预测，茅台将跌破1200#飞天批发价下跌，茅台出手稳价了？#,,,06-24
财运善贾的火舞,茅台是金融产品，不是用来喝的饮料#飞天批发价下跌，茅台出手稳价了？#,,,06-24
友爱的秦浩昊,应该一百块以内合适#飞天批发价下跌，茅台出手稳价了？#,,,06-24
谁主沉浮73,谁还有闲钱买这华而不的酒#飞天批发价下跌，茅台出手稳价了？#,,,06-24
安静的修行人,白酒只能涨价，不然怎么打开国际市场#飞天批发价下跌，茅台出手稳价了？#,,,06-24
nengyongjiuxin,不打自招，现在知道推高茅台零售价的幕后推手原来就是茅台自己。#飞天批发价下跌，茅,,,06-24
股友LUOnpD,应该打造中国的奢侈白酒品牌，走向世界！#飞天批发价下跌，茅台出手稳价了？#,,,06-24
n1421714185e04f08134,一瓶酒水成本10来元吧，搞得有金融属性了。#飞天批发价下跌，茅台出手稳价了？#,,,06-24
巭熊猫1,茅台跌下去，科技股涨上来！！！！#飞天批发价下跌，茅台出手稳价了？#,,,06-24
yuan1953,看看现在有多少80，90后喝白酒的？白酒中长期趋势是下跌趋势！#飞天批发价下跌，,,,06-24
股友753a0990F8,市场决定价格#飞天批发价下跌，茅台出手稳价了？#,,,06-24
股友O6X9658885,价格越低量越大，老百姓都能喝得起，1500元是正价，厂销差价300元瓶，一件18,,,06-24
wo兵临城下,茅台也学楼市调控也#飞天批发价下跌，茅台出手稳价了？#,,,06-24
有教养的乐夜梅0,太贵了#飞天批发价下跌，茅台出手稳价了？#,,,06-24
真诚的邓艳,我看再工茅台酒光着脚r踩。你们这么有钱怎么喝得看到都想吐。怎么喝得下肚#飞天批发,,,06-24
招财成金的双双,贵州茅台是最大黄牛！#飞天批发价下跌，茅台出手稳价了？#,,,06-24
兰德里,只有三点才止跌！#IPO受理、上会全部恢复，如何解读？##飞天批发价下跌，茅台出,,,06-24
AAAA17536368汪臻,酒是喝的，收藏的是酒瓶。#飞天批发价下跌，茅台出手稳价了？#,,,06-24
专治任性,商品经济由市场定价，该涨就涨该跌就跌#飞天批发价下跌，茅台出手稳价了？#,,,06-24
仔吗,看看汽车就知道！都在内卷，难道茅台能自保？#飞天批发价下跌，茅台出手稳价了？#,,,06-24
大雕带你飞,希望茅台跌到10块钱！这样大盘才能好！#飞天批发价下跌，茅台出手稳价了？#,,,06-24
股友073385W3F7,做空工具砸茅台！茅台神话…#飞天批发价下跌，茅台出手稳价了？#,,,06-24
股友oEnADx,''%#飞天批发价下跌，茅台出手稳价了？#,,,06-24
股事变盘前哨,继续看空#飞天批发价下跌，茅台出手稳价了？#,,,06-24
股友1rXHwZ0174,中国奢侈品，梦话，中闰一地鸡毛。#飞天批发价下跌，茅台出手稳价了？#,,,06-24
鹰吃鱼,应该维持奢侈品的现象，不然中国没有高档货了#飞天批发价下跌，茅台出手稳价了？#,,,06-24
陆家嘴女狼,茅台价格终于开始回暖，股价能否就此稳住？,,,06-24
豪爽大气的华三仟,降价，酒的利润太高，这样杀死对手。#飞天批发价下跌，茅台出手稳价了？#,,,06-24
开火车滴小赵,一瓶酒而已，搞得跟啥一样，任何东西得有个度#飞天批发价下跌，茅台出手稳价了？#,,,06-24
年年如意de段智兴,把小数点上移2位[傲]#飞天批发价下跌，茅台出手稳价了？#,,,06-24
股友bXtszV,茅台应该让普通民众吃得起，而不能让民众敬畏，这才介出路，不要为了自己的利益求发展,,,06-24
车xke547,一对一#飞天批发价下跌，茅台出手稳价了？#,,,06-24
车xke547,快节奏的#飞天批发价下跌，茅台出手稳价了？#,,,06-24
吹牛不花钱,稳价措施短期有效，但没解决根本问题，暂时止跌吧。#飞天批发价下跌，茅台出手稳价了,,,06-24
两瓶白酒,茅台不倒，大a难好#飞天批发价下跌，茅台出手稳价了？#,,,06-24
那幅画的美如画,稳#飞天批发价下跌，茅台出手稳价了？#,,,06-24
All_in就All_in,茅台还是喝不起呀#飞天批发价下跌，茅台出手稳价了？#,,,06-24
n14110429660fd5a2024,饱狼下场饿虎登场你方唱罢我登场！#飞天批发价下跌，茅台出手稳价了？#,,,06-24
n275513239135488,重大利好，大A今天300多家暴涨，近5000家待涨！#飞天批发价下跌，茅台出手稳,,,06-24
韭菜炒志能,最奇葩的是9院士#飞天批发价下跌，茅台出手稳价了？#,,,06-24
武周易,你自己都打个问号，发出来干嘛？#飞天批发价下跌，茅台出手稳价了？#,,,06-24
股友u9691f1902,500元一瓶还差不多#飞天批发价下跌，茅台出手稳价了？#,,,06-24
谦逊的阿Q,茅台一去不复返了#飞天批发价下跌，茅台出手稳价了？#,,,06-24
浊水社,这是让经销商先跑，茅台的做法确实有风度。#飞天批发价下跌，茅台出手稳价了？#,,,06-24
独立的山山情4,送礼的#飞天批发价下跌，茅台出手稳价了？#,,,06-24
我是托马斯小火车,20年前茅台普通款就卖200块钱#飞天批发价下跌，茅台出手稳价了？#,,,06-24
股友x951507K30,80快去的酒，要卖几千，#飞天批发价下跌，茅台出手稳价了？#,,,06-24
要看常远,稳得住吗。市场上黄牛手里，爱收藏酒的。总量有多少你知道吗。茅台酒就是5年不生产都,,,06-24
自在的李佑超,一瓶500毫升液体的白酒有金融属性?是不是天大的笑话?#飞天批发价下跌，茅台出手,,,06-24
有毅力的泉如舞20,直接看到300#飞天批发价下跌，茅台出手稳价了？#,,,06-24
杀伤力太大的鳄鱼,听说是高效致癌物质，老年人不怕，反正快到终点站了，喝了也就是早走三五十年的事儿，,,,06-24
N周五,喝的人不买，买的人不喝！一瓶神奇的酒。#飞天批发价下跌，茅台出手稳价了？#,,,06-24
每月10cm,今天这波骗套真牛，硬生生把我骗进去了，明天能不能让我出来,,,06-24
北航北海金融GT,#飞天批发价下跌，茅台出手稳价了？#58块一瓶，我考虑一下[旺柴],,,06-24
有情无用,买茅台的人不喝茅台，不买茅台的领导们喝茅台。为什么茅台价格这么高，都是领导们喝高,,,06-24
PLPGGS,你永远都是赚多赚少的问题！因为你是零成本经营的酒厂，对的，你没看错！成本可以忽略,,,06-24
沙金嘴1461,吊死鬼擦粉#飞天批发价下跌，茅台出手稳价了？#,,,06-24
直率的雷翔云,一个白酒市值那么大，股价泡沫挤破了最好#飞天批发价下跌，茅台出手稳价了？#,,,06-24
锁仓六年奈我何,就现在这行情，谁还有钱买#飞天批发价下跌，茅台出手稳价了？#,,,06-24
活力老头,企业对股东负责，不追求利润怎么做企业。#飞天批发价下跌，茅台出手稳价了？#,,,06-24
n262113736416502,心智认同时代，大家消费者厌恶茅台高价格，茅台市场就会一地鸡毛#飞天批发价下跌，茅,,,06-24
吾必三省,茅台醇#飞天批发价下跌，茅台出手稳价了？#,,,06-24
股友8q050h3815,#飞天批发价下跌，茅台出手稳价了？#当80后一00后都没钱喝白酒时，神酒也跌下神,,,06-24
了性空空,飞天，坐着飞离地球吧[大笑]#飞天批发价下跌，茅台出手稳价了？#,,,06-24
原野丛林1,#茅台1935批价跌破800元大关#白洒危害健康,,,06-22
御龙胜天,严重影响今天的恐慌盘释放！前几天不助涨，今天该助跌又不助跌！#飞天批发价下跌，茅,,,06-24
mp15923807211544,茅台应该只卖原箱#飞天批发价下跌，茅台出手稳价了？#,,,06-24
诚恳的温睿博,停止出货，股价能涨？奇幻世界啊！没营收怎么赚钱。饥饿营销手段太可恶了。#飞天批发,,,06-24
股友2BeAcY,顺应市场需求#飞天批发价下跌，茅台出手稳价了？#,,,06-24
股友0K30Q90985,供大于求怎么涨？#飞天批发价下跌，茅台出手稳价了？#,,,06-24
股友9PoWcW,高科技公司，明年定上3000#飞天批发价下跌，茅台出手稳价了？#,,,06-24
平凡的人生赢家,茅台的股价，最早经销商2000万买股票，那两千万现在变两个多亿，你卖不卖？经销商,,,06-24
细心的潘瀚13,以前大家屯茅台是为了挣钱，现在金融属性没有了，回归酒是用来喝的不是用来炒的！说实,,,06-24
势来运转i,应该回归到零售价1499#飞天批发价下跌，茅台出手稳价了？#,,,06-24
股友X6SlWs,经济趋势扭转，茅台照样翻天。,,,06-24
股友2718036fO3,价格虚高，#飞天批发价下跌，茅台出手稳价了？#,,,06-24
粗加工李某人,某还是观望》贵金属》……虽然120分钟macd金叉期间！。（但刚买就亏！！……【,,,06-24
有正义感的寒花想,物有所值，回归市场！#飞天批发价下跌，茅台出手稳价了？#,,,06-24
钱多多的牛票,中国也有自己的奢侈品，应该维护好它，#飞天批发价下跌，茅台出手稳价了？#,,,06-24
kamiao111,10年后基本没人喝白酒，年轻人不喝，你卖给谁？非洲部落么#飞天批发价下跌，茅台出,,,06-24
股友3P186155m5,酒厂不断扩产，还想保值，咋能做到，董事长以为茅台酒值几千元，而忘了实际是茅台保值,,,06-24
王大八还真是坚强,每年生产上亿瓶！死路一条，今天就是回光返照！#飞天批发价下跌，茅台出手稳价了？#,,,06-24
恭获20cm,茅台酒的价格跟股价一样的#飞天批发价下跌，茅台出手稳价了？#,,,06-24
钱多多的牛票,一千块钱一瓶我就买，也喝喝国酒的味道。#飞天批发价下跌，茅台出手稳价了？#,,,06-24
财运善贾地风清扬,#飞天批发价下跌，茅台出手稳价了？#反抽不跑等死啦!,,,06-24
章梨娟,/#飞天批发价下跌，茅台出手稳价了？#,,,06-24
财运善贾地风清扬,#飞天批发价下跌，茅台出手稳价了？#茅台的死抗没任何意义，几十块钱的东西，应尽早,,,06-24
财运来财de叶孤城,拉茅稳指数了#飞天批发价下跌，茅台出手稳价了？#,,,06-24
谦虚谨慎的曹思妮,工业辣椒,,,06-24
marsgang000,跌倒10块一瓶让老百姓也尝尝啥味#飞天批发价下跌，茅台出手稳价了？#,,,06-24
股道赚银子,说白了就是饥饿营销，你不卖我可以喝其它的酒，有多少人能真正品出品质的，都是在装X,,,06-24
人不狠票不稳,不管，顺其自然吧#飞天批发价下跌，茅台出手稳价了？#,,,06-24
南城密闻,太高了离谱价格#飞天批发价下跌，茅台出手稳价了？#,,,06-24
barca句,茅台还是猛呀#飞天批发价下跌，茅台出手稳价了？#,,,06-24
股友ctigoj,当前已经偏离了实际价值，巿场仍然居高#飞天批发价下跌，茅台出手稳价了？#,,,06-24
心细如尘的儒风6,#飞天批发价下跌，茅台出手稳价了？#走势将类似房价，供大于求,,,06-24
风清朗朗,ST茅台,,,06-24
股友687t232P83,茅台巨量存量形成的堰塞湖已成溃堤之势，酒跌股跌大趋势不可逆转#飞天批发价下跌，茅,,,06-24
股友89H5131x07,本身价值是一两百元的东西，广告加成本也是几十元一瓶！品牌效应上了天。#飞天批发价,,,06-24
一入风云便化龙,#飞天批发价下跌，茅台出手稳价了？#看看邮票就知道了，新生代根本就不玩,,,06-24
疯牛癫狂,趋势一旦确立不是轻易能改变的。,,,06-24
向上de石竹,想有的已爆仓，不想有的永远都不想有！#飞天批发价下跌，茅台出手稳价了？#,,,06-24
股友N1cfCb,不值那个钱#飞天批发价下跌，茅台出手稳价了？#,,,06-24
天狼星5号,不就是一瓶酒，击鼓传花的游戏总有玩不下去的时候#飞天批发价下跌，茅台出手稳价了？,,,06-24
金秋十月,取消了金融属性茅台就是一瓶白酒而已。#飞天批发价下跌，茅台出手稳价了？#,,,06-24
股友20778U21K1,我们用的是真金白银，换来的是瓶白酒，他们可以用真金白银换其它金融属性，散户换了一,,,06-24
星辰9999,应该控货股价掉太厉害了不排除有人利用此事大作利空#飞天批发价下跌，茅台出手稳价了,,,06-24
武曲化禄,应该更多的关注科技型企业，这种企业才是支持国家兴盛的顶梁柱，白酒行业严重被高估了,,,06-24
透彻的拉面,发酵物和水和勾兑物，凭什么卖那么高如果没人炒他和牛栏山有啥区别#飞天批发价下跌，,,,06-24
喜事莲莲,还以为零零后惯着你们呀#飞天批发价下跌，茅台出手稳价了？#,,,06-24
喜事莲莲,就一口水几千块钱一斤早该收拾了#飞天批发价下跌，茅台出手稳价了？#,,,06-24
鹰哥哥5188,年轻人开始少喝酒，存酒未来肯定大亏，血本无归，只能自己喝伤肝！#飞天批发价下跌，,,,06-24
股债常红,降价才能切和民心#飞天批发价下跌，茅台出手稳价了？#,,,06-24
淡泊得琴酒,价格偏离价值#飞天批发价下跌，茅台出手稳价了？#,,,06-24
主力吃肉喝口汤,白酒大趋势已经凋零，目前就是万年大顶，ST贵毛五元抄底[大笑][大笑][大笑][,,,06-24
就123456,值200元一瓶，最多#飞天批发价下跌，茅台出手稳价了？#,,,06-24
要学会空仓休息,茅台镇上百元上下的酱香型酒，有些不比茅台差。过去靠吃喝揽业务，现在谁没吃过喝过？,,,06-24
海豹子,要跳槽就办一个那个。你确定有没有。888T8#飞天批发价下跌，茅台出手稳价了？#,,,06-24
雨山道士,回归价值本身，以茅台为代表的白酒好日子一去不复返了，就像今天房地产，步入下降通道,,,06-24
专业股民笨笨,永远可以相信自己#飞天批发价下跌，茅台出手稳价了？#,,,06-24
tw00000000,金融酒，每年市场消耗量估计连出厂的10%都没有，酒都被库存了，玩饥饿营销，,,,06-24
蜂鸟华仔,跌破3千点，难道最强电力股要补跌。#飞天批发价下跌，茅台出手稳价了？#,,,06-24
乌龟大师,窖香科技，[大笑][大笑]#飞天批发价下跌，茅台出手稳价了？#,,,06-24
机灵聪慧的薛雅漪,下跌是唯一#飞天批发价下跌，茅台出手稳价了？#,,,06-24
n752513413644712,价值回归#飞天批发价下跌，茅台出手稳价了？#,,,06-24
股友X6SlWs,茅台稀缺资源，早晚成大器。,,,06-24
股友8Cc9870378,#飞天批发价下跌，茅台出手稳价了？#600元一瓶差不多,,,06-24
n929813375106944,的高科技，#飞天批发价下跌，茅台出手稳价了？#,,,06-24
bingcao121212,#飞天批发价下跌，茅台出手稳价了？#有需求的你涨到1万也得买，没需求的你降到50,,,06-24
ganzhiyuan2,屁用没有？#飞天批发价下跌，茅台出手稳价了？#,,,06-24
乐不思蜀,酒精饮料，一级致癌物#飞天批发价下跌，茅台出手稳价了？#,,,06-24
亏的只剩翔,还没五粮液好喝[笑哭]#飞天批发价下跌，茅台出手稳价了？#,,,06-24
LoriC1,白酒市场萎缩。#飞天批发价下跌，茅台出手稳价了？#,,,06-24
周建华3,投机炒作，就应该跌#飞天批发价下跌，茅台出手稳价了？#,,,06-24
投资者的空间,高端白酒价格战不可避免#飞天批发价下跌，茅台出手稳价了？#,,,06-24
艾辣舞友,人为吵作#飞天批发价下跌，茅台出手稳价了？#,,,06-24
清新的邓佑超,真拿自己当盘菜了#飞天批发价下跌，茅台出手稳价了？#,,,06-24
TOMmon,茅台酒应该国内外同价联动！#飞天批发价下跌，茅台出手稳价了？#,,,06-24
欧阳明书,66#飞天批发价下跌，茅台出手稳价了？#,,,06-24
雪塘战道,飞天批发价下跌不是股价下跌的主要因素，主要是去泡沫。这么高的股价投资者觉得没有赚,,,06-24
n513513699839166,#飞天批发价下跌，茅台出手稳价了？#3斤高粱1斤白酒，值多少钱？大家都知道,,,06-24
才情出众的慧瞳,想一想普饵茶。#飞天批发价下跌，茅台出手稳价了？#,,,06-24
基民9hr6NV,茅台酒再生资源，没有收藏价值，待收藏者肚皮撑破以后，价格回归正常！此时回归正常的,,,06-24
股友738o638Z03,喝了茅台可以飞仙#飞天批发价下跌，茅台出手稳价了？#,,,06-24
晚来到,茅台本来就值个两三百块钱#飞天批发价下跌，茅台出手稳价了？#,,,06-24
ReikiVVVW,真的是消费疲倦整个市场都没人消费，所以想赚钱只能消费，钱流动起来,,,06-24
美梦难圆,#飞天批发价下跌，茅台出手稳价了？#有屁用，炒酒屯酒，就应该有爆仓的觉悟！,,,06-24
鸥海鸣,稳个嘚#飞天批发价下跌，茅台出手稳价了？#,,,06-24
过家家你,茅台有金融属性吗？一瓶酒而己，不是黄金，撑死500元。#飞天批发价下跌，茅台出手,,,06-24
n929813375106944,不是#飞天批发价下跌，茅台出手稳价了？#,,,06-24
投资者的空间,高端白酒终将也迎来价格战！#飞天批发价下跌，茅台出手稳价了？#,,,06-24
换位a,物不所值#飞天批发价下跌，茅台出手稳价了？#,,,06-24
及时冷静果断,1499价格都没到就护盘？#飞天批发价下跌，茅台出手稳价了？#,,,06-24
囍囍呀,#飞天批发价下跌，茅台出手稳价了？#有人讨论成本去定价，有人说心里暗爽觉得一瓶酒,,,06-24
有耐心的武澄2,只考虑企业利益！#飞天批发价下跌，茅台出手稳价了？#,,,06-24
