author,comments,reply_comments,reply_authors,update
今年赚五千万,为啥今天会涨2个点啊，不是一直跌吗,,,08-11
熊猫大侠2024,今天不跟快手，独立了！,,,08-11
哔哩哔哩-W资讯,哔哩哔哩电竞成立新公司 含动漫游戏开发业务,,,08-11
今年赚五千万,谁能告诉我为什么还涨啊啊啊啊啊啊啊,,,08-11
我不想努力了阿姨,有大帝之姿,,,08-11
哔哩哔哩-W资讯,哔哩哔哩电竞在广州成立新公司 含动漫游戏开发业务,,,08-11
今年赚五千万,别涨了，我还没买啊,,,08-11
我不想努力了阿姨,可以抄底了,,,08-11
我不想努力了阿姨,太聪明的人炒股不行,,,08-11
书上得来终觉浅,恒科需要你，该你表现了,,,08-11
我是xx,别人都是涨的头晕目眩的，就你跟个渐冻症一样半死不活,,,08-11
XYZrdfCHQ,今天有点悬,,,08-11
好好做个普通人,马上结婴，速速起飞,,,08-09
世纪华通资讯,线上线下协同 文创上市公司发力展会经济,,,08-09
腾讯控股资讯,腾讯、字节、小红书、网易云音乐、B站都盯上播客生意,,,08-08
我不想努力了阿姨,每天晚上来看看有没有盈喜公告,,,08-08
宝莲国际620,我现在不想努力都不得行啦，阿姨,,,08-08
炒股不赚钱炒啥股,跑,,,08-08
富可成金de张飞,238.8必破,,,08-08
发财的洛天依,………,,,08-08
我不想努力了阿姨,光影之主什么时候降临,,,08-08
我是xx,。。。。。。。。。,,,08-08
中芯国际资讯,恒生指数跌近1% 恒生科技指数跌1.5%,,,08-08
好好做个普通人,给股票滴点小绿瓶灵液,,,08-08
好好做个普通人,这么难嘛,,,08-08
哔哩哔哩-W资讯,港股科网股走低，哔哩哔哩跌超3%,,,08-08
矮股晒伤亚,好惨呀,,,08-08
喵了个咪喵,真的要回去不缺口？还不如那天补完得了，非要留下这么一点点,,,08-08
MrAllen,今天如果拉不回去，小B就废了,,,08-08
熊猫大侠2024,B站，整个地球上，只有这么一个地方，无数人的精神家园！谁在卖出，只能说他是个二B,,,08-07
MrAllen,178要是跌破了，那就废了,,,08-08
XYZrdfCHQ,今天又得低开2个点,,,08-08
中芯国际资讯,恒生科技指数跌超1%,,,08-08
中芯国际资讯,港股开盘｜恒生指数开盘跌0.45% 中芯国际跌近4%,,,08-08
中芯国际资讯,恒生指数低开0.45% 恒生科技指数跌0.83%,,,08-08
pankey2019,真TM的都不如,,,08-08
哔哩哔哩-W资讯,摩根大通在哔哩哔哩-W的持股比例于8月4日从14.94%升至15.01%,,,08-07
我是xx,指数跌你跌的更狠，指数涨跟便秘一样,,,08-07
XYZrdfCHQ,没有人气，弱爆了,,,08-07
中南传媒资讯,2025上海书展发力“书展+” 多家上市公司积极参与,,,08-06
院子有香椿树,最近经常有人指导我炒股[大笑],,,08-07
院子有香椿树,预测12亿多了,,,08-07
院子有香椿树,周末有希望到4.5亿,,,08-06
哔哩哔哩-W资讯,截至二零二五年七月三十一日止股份发行人的证券变动月报表,,,08-07
哔哩哔哩-W资讯,摩根大通在哔哩哔哩-W的持股比例于08月01日从14.44%升至14.94%,,,08-06
院子有香椿树,最近一些港股高手折的不少，这是一个不好信号，看看湿腾、坟地、滑润医疗和饮料埋了多,,,08-06
哔哩哔哩-W资讯,贝莱德在哔哩哔哩-W的持股比例于7月31日从6.10%降至5.61%,,,08-06
今年赚五千万,下午应该就下来了,,,08-06
他乡打工仔,B站持股心动公司的价值还没反应出来。,,,08-06
理想汽车-W资讯,恒生指数开盘跌0.15% 恒生科技指数跌0.31%,,,08-06
卡皮巴拉情绪稳定,大家空单开起来，这样才有30厘米,,,08-05
我是xx,？？？这么砸,,,08-06
众安在线翻倍,业绩还不错,,,08-06
我是xx,冲一下190,,,08-06
院子有香椿树,这个位置做空数据新高，资金对二季度业绩不看好?,,,08-06
小鹏汽车资讯,美股三大指数集体收跌 热门中概股多数下跌,,,08-06
逗比道长,好在站上了30日线…等站上20线就放心一点了,,,08-05
荒天地独断万股,中午挂的183下午被卖出了，希望明天给个机会吸回来,,,08-05
我是xx,183站不上去啊,,,08-05
熊猫大侠2024,回调了一下，你们心里就慌，认为明天一定会跌，明天到170，松松的，放心！,,,06-25
院子有香椿树,没有赢喜,,,08-05
比亚迪电子资讯,港股三大指数集体收涨 南向资金单日“扫货”234亿港元,,,08-05
哔哩哔哩-W资讯,董事会会议日期及刊发2025 年第二季度及半年度未经审计财务业绩公告日期,,,08-05
我是xx,回本了卖一半回boss直聘了,,,08-05
我不想努力了阿姨,我不认为现在去补缺，下个月很有可能到248以上去,,,08-05
院子有香椿树,接近10亿，不可小视了,,,08-04
XYZrdfCHQ,今天估计又要绿，不管啦，坚守,,,08-05
贪玩资讯,部分港股游戏股走强 心动公司涨超8%,,,08-05
院子有香椿树,对赌协议不对外公开，如果有应该是块肉。,,,08-05
心动公司资讯,港股游戏股走强 心动公司涨近15%,,,08-05
院子有香椿树,这类股做短线没意思，更别说赚钱，即使赚也是小钱，还得再别的股赔进去。,,,08-05
MrJ,bilibili什么时候出个超高预期的二季度财报，好像心动公司今天那样，高开10,,,08-05
院子有香椿树,想短期掌控股价是最有效的赔钱方法,,,08-05
网易-S资讯,CJ 2025 | ChinaJoy变身跨界品牌“二次元战场”，缘何难觅“二游”踪影？,,,08-04
股友561fxh,冢中枯骨：1，要盈利没盈利，管理层一年拿几亿。2，要模式没模式，瞎折腾一事无成。,,,08-04
我不想努力了阿姨,阿姨认为基本不会再向下了，耐心持有等财报，坐等30厘米,,,08-04
MrAllen,看看我的优必选，在看看这垃圾，废了,,,08-04
神代梦桦檀,啊伟，你看这个啊B，就是逊啦～才涨了一点就跌下去，就是逊啦,,,08-04
我不想努力了阿姨,先撤一部分出来，尾盘再看,,,08-04
pankey2019,比不过东方，也比不过快手，完全是一坨,,,08-04
XYZrdfCHQ,太弱了太弱了太弱了,,,08-04
MrAllen,今天如果反弹不上179还是弱唧,,,08-04
宝莲国际620,我不想努力了、阿姨,,,08-04
我不想努力了阿姨,我上周五进去的筹码还有机会出来吗？,,,08-04
MrJ,哔哩哔哩现在是风口概念哦，AI+IP+游戏，应该能上千亿市值吧，有机会就做T，耐,,,08-04
院子有香椿树,空仓盼下跌，仓重的盼涨,,,08-04
我不想努力了阿姨,再跌我就上杠杠了,,,08-01
苹果资讯,科技早报 | 库克成苹果史上任期最长CEO；B站上线“AI原声翻译功能”,,,08-04
院子有香椿树,刚两天，应该有的赚了。,,,08-03
我是xx,周一闷杀，持有三天负十个点，不过不管了，装死,,,08-03
基民8FYgpo,周一，直接一根大阳线起飞。我话放这儿了。,,,08-02
院子有香椿树,小妖怪票房持续增长，今天能到1.2亿？,,,08-03
XYZrdfCHQ,明天必涨,,,08-03
院子有香椿树,过亿了，势头不错,,,08-03
股海寻牛牛霸天,根据国家电影局数据，截至2025年8月3日0时，电影《浪浪山小妖怪》累计票房为8,,,08-03
院子有香椿树,股价跌的好快，不过小妖怪票房和观感有点超预期了，现在已过7千万，看明后天怎么样。,,,08-02
逗比道长,美股目前21.78美元，换算成港股就是170.95港币。周一直接低开了…,,,08-01
股友5833D89F07,10.1日预计到130左右。,,,08-02
股友8986l307v5,174元调整到位，可以入场了,,,08-01
宝莲国际620,我不想努力了阿姨,,,08-01
哔哩哔哩资讯,引入AI原声翻译功能 B站持续完善海外用户产品体验,,,08-01
腾讯控股资讯,港股科网股午后走势分化，腾讯控股(00700.HK)跌超3%,,,08-01
MrAllen,下方空间很大,,,08-01
院子有香椿树,最近B站走势相比快手差的有点远。得煎熬一阵子。,,,08-01
富可成金de张飞,调整完这波直接上300,,,08-01
基民8FYgpo,每次一收盘就砸，中午也是。外资天天砸盘，是吧？,,,08-01
熊猫大侠2024,大A的小妖怪猛涨，港股就你一个概念，卖了的人就是S！,,,08-01
我是xx,不好意思，都是因为我进了，我目前实盘进场必跌，目前还没有例外过。,,,07-31
我不想努力了阿姨,冲呀，回到你曾经的高点,,,08-01
他乡打工仔,近期和网易同步,,,08-01
总是选错,看不懂，真有点看不懂！不应该跌的啊～,,,08-01
飘逸的张亚特,这今天早上没跑可真亏大了，拉了坨这么大的，事出反常必有妖,,,08-01
MrAllen,回踩176还保守了？太弱了!,,,08-01
我不想努力了阿姨,12集大概就是这样,,,08-01
矮股晒伤亚,看来二季度不及预期,,,08-01
坚强9707,灵笼牛逼,,,08-01
舒缓的彭菡,叼，看美股,,,08-01
喵了个咪喵,看来，这是铁了心的，想要补缺口了啊,,,08-01
山寨强,1号先随便布置点，占个坑！,,,08-01
宝莲国际620,我不想努力了阿姨：我把外婆的棺材本吊了一个买入价，不知道能不能成交.......,,,08-01
富可成金de张飞,现在到底是牛市还是？,,,08-01
基民8FYgpo,一收盘就砸，是吧？,,,08-01
院子有香椿树,又加了点,,,08-01
仰融2408,蹲灵笼,,,08-01
皮鞋擦亮的小天,太坏了，长期诱多,,,08-01
我不想努力了阿姨,早知道刚才2个点卖一些了,,,08-01
逗比道长,不是，你还能绿了不成,,,08-01
XYZrdfCHQ,为啥会涨的如此墨迹,,,08-01
我不想努力了阿姨,加油小破站,,,08-01
董松松,那个游戏确实有很大问题，但一码归一码，B站不可能在这上面亏太多,,,07-31
苍天有眼儿,$哔哩哔哩-W(HK|09626)$,,,07-31
股海寻牛牛霸天,明天高开低走再拉回,,,07-31
我不想努力了阿姨,觉得要补缺口的说说位置在哪里,,,07-31
创梦天地资讯,双重催化！行业盛会将至港股游戏股走强 国内游戏收入上半年再创新高,,,07-31
我不想努力了阿姨,大盘这么差，估计今天就这样了,,,07-31
仁至义尽537,"别只盯着恒生科技啦！才是科技投资""顶配版""——完全剔除医药汽车杂质，纯正科技血统",,,07-31
我不想努力了阿姨,已经先行调整到位，后面看涨,,,07-31
awonpin,7月11号前后卖了，换了中芯国际，现在我又把中芯国际卖了换回哔哩了，看能不能像快,,,07-31
我是xx,184买入瞬间砸到182都指望我这点钱是吧,,,07-31
秦先知,今年盈利拐点，各种基金闻着味就来了，错过了美图，别再错过B站了，光一个凡人修仙传,,,07-31
XYZrdfCHQ,港股不需要补缺口，赶紧上车，错过等10年,,,07-31
绝不再追高,前两年你比快手股性好，这两年你是真不如快手了,,,07-31
快手-W资讯,港股科网股持续上扬，快手涨超7%，哔哩哔哩涨超3%,,,07-31
熊猫大侠2024,老跟在快手后面肯定不行，要走出独立行情,,,07-31
MrJ,先不要进，7月5日那个跳空高开的缺口要补上，才能开启第二波上涨,,,07-31
逗比道长,有一说一，前几天195-198的时候，阿姨一天卖了好几次，我还说他没格局来着。现,,,07-31
junima,加油呀，我182的本今天能给机会跑路吗？,,,07-31
我不想努力了阿姨,阿姨知行合一，你们不加仓都是对信仰的尊重,,,07-31
XYZrdfCHQ,今天洗掉不少散户,,,07-31
sglltyk,浪浪山小妖怪8.2号上映，B站是参与出品方，点映评分已经9.7,,,07-31
逗比道长,确实远不如快手…但是快手我也不敢追,,,07-31
XYZrdfCHQ,啊B加油,,,07-31
喵了个咪喵,冲破5日线，不要回补缺口，谢谢,,,07-31
股海寻牛牛霸天,明日大涨,,,07-31
活泼俏皮的白欣儿,我一买就跌？,,,07-31
基民8FYgpo,好了。今天的行情结束。,,,07-31
股友6Ud8162082,啥也不是,,,07-31
山寨强,冲动是魔鬼哈，这时候还是悠着点好,,,07-31
他乡打工仔,这周末有时间就去电影院捧场下B站出品的《浪浪山的小妖怪》,,,07-31
狮子dogeDQ,2%左右溢价怎么说？,,,07-31
周_sir,B站天天给我推健身美女，估计也没少给大家推，按照这个趋势用户数据量肯定起来了，,,,07-30
三生制药资讯,港股评级汇总 | 交银国际维持三生制药买入评级,,,07-29
我不想努力了阿姨,b站其实直接在网站上开一个集资通道来打钱给公司就可以实现盈利翻倍,,,07-30
欢喜哥说牛市,$哔哩哔哩-W(HK|09626)$,,,07-30
我不想努力了阿姨,还行吧没有跌下去了,,,07-30
喵了个咪喵,又来这一套，有种你别撤单,,,07-30
蛇年大发发发,真坚挺,,,07-30
熊猫大侠2024,明末没有完蛋，有希望！,,,07-30
大概半年,看这的配置！前十大全是全球科技巨头，权重占比高达74%～24%的涨幅说明一切，弹,,,07-30
山寨强,别急哈，这个月还有两天，保住7月份的收益率再说,,,07-30
傅哥你好,来了，来了，变红了，太不容易了，加油。,,,07-30
大方的陆璐洪,看看月线,,,07-30
基民8FYgpo,这个弱反弹，都是给你们逃命的机会。,,,07-30
美股QDII探险家,市场越跌越要冷静，尤其是港股科技股这种长期看好的方向。跟踪的指数比恒生科技更集中,,,07-29
逗比道长,你别再跌了啊啊啊…我这几天晚上真睡不好。,,,07-29
理想汽车-W资讯,港股早盘低开 理想汽车跌超10%,,,07-30
今年赚五千万,感觉今天还会继续下跌,,,07-30
山寨强,8月1号，美国关税延长期到期，值得等待看看市场有啥反应！,,,07-30
我不想努力了阿姨,道长跌了九个点就被吓得怀疑自己的判断了,,,07-30
兴趣使然的韭菜,抄底了,,,07-30
山寨强,这家公司真是不要月佥，昨天说173，今天说214.3，笑死人了,,,07-30
XYZrdfCHQ,唉(`)今天又是一碗大面,,,07-30
小马过河777,没见底信号不出手,,,07-29
我不想努力了阿姨,那个什么游戏已经大部分差评了,,,07-24
真lilive,希望B站别再硬刚明末这款游戏的玩家了。这游戏已经引发众怒，再强行刷好评，你今年其,,,07-29
蜜雪集团资讯,港股收盘 | 三大指数集体收跌 蜜雪等茶饮股再获关注,,,07-29
股海寻牛牛霸天,看看人家快手,,,07-29
吉林天相,反者道之动，如果预期一致不是好事。,,,07-29
MrAllen,今天可以抄底明天拿个反弹,,,07-29
喵了个咪喵,均线压制，快快突破吧,,,07-29
基民8FYgpo,废了废了,,,07-29
拓山重工资讯,突发跳水！拓山重工上演“天地板”！半导体板块震荡走强,,,07-29
杭州芭韭特,从2022年11月68元买，坐了两大波涨到200又跌回70的电梯，今天终于190,,,07-25
MrAllen,明天反弹下，继续奔170,,,07-29
我不想努力了阿姨,我先买个一亿，你们随意,,,07-28
小米集团-W资讯,恒生科技指数日内跌幅扩大至2%,,,07-29
矮股晒伤亚,好一匹烈马，好恶心的主力。,,,07-29
三倍做多恒生科技,130能止跌吗？,,,07-29
基民KlyqU8,跌的有点惨了，,,,07-29
冯哆多,学学美图吧，通红通红,,,07-29
o023,快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑快跑大跌刚刚开始，不跑的全部后悔,,,07-29
基民8FYgpo,150能稳住吗？一个破游戏把股价砸成这样,,,07-29
网易-S资讯,恒生指数低开0.42% 恒生科技指数跌0.57%,,,07-29
MrAllen,170,,,07-29
山寨强,月底了，应该还没企稳，等下个月再看看,,,07-29
逗比道长,剧版的凡人修仙传开播了，对于动漫版的凡人也算是引流利好了吧,,,07-27
哔哩哔哩资讯,中文播客领域动作不断 商业化难题何解？,,,07-29
快起飞了吗,这次的调整时间有点长了,,,07-28
三倍做多恒生科技,短期看150，长期看80,,,07-28
三倍做多恒生科技,三只乌鸦,,,07-28
股林王者1500,挺好的，倒车接人,,,07-28
喵了个咪喵,还没调整完么？这是要回150？,,,07-28
金灿灿6688,连修复都不修复？,,,07-28
冯哆多,再跌就不礼貌了,,,07-28
熊猫大侠2024,我回来了,,,07-28
我不想努力了阿姨,站稳5日线就买几十万进去,,,07-28
矮股晒伤亚,太弱了,,,07-28
MrAllen,奔170了？,,,07-28
steelsteel,调整差不多了，买点,,,07-28
金闪闪888,大盘涨你不跟跌起来港股第一名支撑位173,,,07-28
基民8FYgpo,完蛋了。又加早了。,,,07-28
基民8FYgpo,完成加仓。,,,07-28
股友21W7i31333,哇哩哇哩港股通买入，股数不知道怎么样才算有效数量，1000倍数不能成交,,,07-28
多方大伊万,个人觉得这种下杀适合对抗,,,07-27
荣昌生物资讯,港股收盘 | 三大指数全线收高 创新药与科网股成市场焦点,,,07-15
韭韭特时代先锋,有啥利空？,,,07-26
腾讯控股资讯,“国潮”掀起新一轮二次元游戏热潮 “谷子经济”神助攻,,,07-24
绝地重生之2022,AI时代就要买最纯标的，完全聚焦TMT行业，各细分赛道冠军打包配置。T+0随时止,,,07-25
股友21W7i31333,买1000股显示废单，不知道什么原来,,,07-25
逗比道长,37.1美刀换算港币是291。不是，华泰证券你是在逗我吧,,,07-25
基民n098295O09,预计这波又要回到150以下，到时候再接回来,,,07-25
囧囧囧888,倒车接人，下跌不上车难道非要追涨？,,,07-25
MrAllen,尾盘拉高，诱多,,,07-25
山寨强,大量差评啊,,,07-25
sutobe,1亿日活，3.6亿，月活，市值777港币！,,,07-25
美团-WR资讯,港股AI概念股多数下跌 美图跌超10%,,,07-25
我不想努力了阿姨,十年ip被什么污染了,,,07-25
哔哩哔哩-W资讯,恒生指数日内跌幅扩大至1%,,,07-25
冯哆多,恶心给恶心妈开门，恶心到家了！,,,07-25
股友07aG719316,炒明末的麻烦走快点，别磨叽,,,07-25
天生不会炒,一个破游戏，犯了多大天条，反弹都没有,,,07-25
基民8FYgpo,根本不带怕的！！！加仓干！跌不下去了,,,07-25
顺利进行中午饭,到达山顶，开启回调模式,,,07-25
MrAllen,178指日可待,,,07-25
金灿灿6688,你今天要是拉回来了，我就真服气了,,,07-25
股友ZwIyl83252,请教下大家，是有什么消息才大跌的吗？谢谢,,,07-25
基民8FYgpo,今天这一刀，有点伤。我成本136。大家成本是多少？,,,07-25
滚滚游侠,碰什么不好，非要碰，活该跌这么多,,,07-25
金灿灿6688,不是吧，杀这么严重,,,07-25
股林王者1500,黑神话悟空之后最火的一款游戏今天上线，这款明末渊虚之羽的国内代理商就是哔哩哔哩，,,,07-24
熊猫大侠2024,游戏被上纲上线，被批，和当时农夫山泉相似！不影响B站业务！,,,07-25
他乡打工仔,一共才调整10%，就一堆人在这骂，市场先生给你捡便宜的机会还不感谢利空，希望能对,,,07-25
我不想努力了阿姨,好好一个破站ip被污染了,,,07-25
买入等卖出,二百满仓？,,,07-25
山寨强,有没有Up主买这股票的，出来走两步？,,,07-25
冯哆多,小破b站，狗都不吃,,,07-25
基民8FYgpo,我也来吃。,,,07-25
逗比道长,这个竞价…难道利空已经消化了吗…,,,07-25
基民8FYgpo,又高位站岗了。完犊子啦,,,07-25
哔哩哔哩-W资讯,恒生指数低开0.53% 恒生科技指数跌0.51%,,,07-25
矮股晒伤亚,借不到大盘的力啊，还是机构不看好。元芳你怎么看？二季度的业绩会好吗？,,,07-23
熊猫大侠2024,半仓持有中，人工智能明天可能发酵，下周进入上升通道，但是所有人工智能公司都要上B,,,07-24
你操作太频繁来了,明天180见,,,07-24
everflow,明天大跌，谨慎点吧兄弟们！美股b站已经开跌了！,,,07-24
从惑到不惑,又是魂类游戏，真无感,,,07-24
慈悲喜舍9898,《明末：渊虚之羽》是由灵泽科技开发的国风克苏鲁魂类ARPG游戏，505Games,,,07-24
股友6828958Mt2,这个游戏，会把你打入深渊,,,07-24
熊猫大侠2024,商汤今天八个点，B站挺住，等我回归，再洗几天！,,,07-24
股友362331w77Z,摩根全在卖下月再说了，难熬,,,07-24
霸王茶姬资讯,美股最新评级 | 海通国际首次覆盖霸王茶姬 给予“优于大市”评级,,,07-24
逗比道长,预测一下，收盘202左右,,,07-24
喵了个咪喵,又是193收，哎……磨人，明天清了你,,,07-24
冯哆多,$哔哩哔哩-W(HK|09626)$,,,07-24
股友5gT6870310,不看好的都走吧,,,07-24
基民8FYgpo,洗盘洗完了没有？,,,07-24
进击的棉花糖,摩根是骗子么？是的！摩根前些日子说外卖大战降低阿里美团评级，提高娱乐板块。结果呢,,,07-24
飞鱼科技资讯,港股手游股多数下跌，飞鱼科技跌超9%,,,07-24
他乡打工仔,别忘了B站今年的一款新游《赛马娘》,,,07-24
诙谐幽默的游宜仲,不是，你演我？,,,07-24
基民lqy95A,加油,,,07-24
基民lqy95A,#强势机会#,,,07-24
股友a08Q613153,坏了。。。,,,07-24
股友362331w77Z,落后快手十几个点，自己把自己玩到没人跟了,,,07-24
Jzcs,水货啊,,,07-24
中芯ok的,GG,,,07-24
WTO世界级股神1956,有没有大佬说下，在200块钱一股的时候卖出100股，在198.20买入时只能买入,,,07-24
哔哩哔哩-W资讯,2025《财富》中国500强：国家电网位居榜首，哔哩哔哩首次入选,,,07-22
你操作太频繁来了,疯了,,,07-24
慈悲喜舍9898,《明末：渊虚之羽》将于2025年7月24日正式上线。各平台的预下载时间为：Ste,,,07-24
你操作太频繁来了,500强就这样,,,07-24
我不想努力了阿姨,我的小破站,,,07-24
冯哆多,要算恶心到家了,,,07-24
超级韭菜割肉王,我晕，他居然不回调直接强势上涨啊。还等着买呢,,,07-24
仕佳光子资讯,“牛基”大调仓！基金经理买入这些股票,,,07-20
矮股晒伤亚,往年的Q2预报都是几号出的？,,,07-23
照相机我的,想布局纯科技赛道？持仓清一色港股通科技股，不含A股里混搭的消费电子和传媒，更没有,,,07-23
金闪闪888,还是快手给力涨3天了，184我在来买你小破站,,,07-23
腾讯控股资讯,摇一摇广告乱跳转，规范指南发布！实测多款App可一键关闭,,,07-23
逗比道长,我错了…刚减了一点仓位去腾讯…你就拉起来了,,,07-23
逗比道长,你这样，我就只能暂时去腾讯搞一波了…,,,07-23
喵了个咪喵,小破站，又回归本性了,,,07-23
逗比道长,今天会涨吗，各位大佬,,,07-23
股友63KM576998,大家发财我去吃药了,,,07-23
陶氏杜邦资讯,早报 | 李强签署国务院令，公布《农村公路条例》；美国宣布将再次退出教科文组织,,,07-23
赛力斯资讯,《财富》中国500强：强者恒强？,,,07-22
腾讯控股资讯,2025《财富》中国500强：哔哩哔哩首次入选，腾讯阿里最能赚钱,,,07-22
阿里巴巴-W资讯,港股科网股午后走强，阿里巴巴、腾讯音乐、哔哩哔哩均涨超5%,,,07-15
Longlong辉,今天卖了，碰前高，等回调再进吧,,,07-22
千万元给,前十大权重股占75%，全是全球领先的中国科技龙头，护城河深成长性又好。这种龙头领,,,07-22
基民8FYgpo,好了好了。这边收盘了。做空的狗南向不在了，可以拉升了,,,07-22
矮股晒伤亚,快手泡泡玛特才是你的亲兄弟，可别跟着美图网易云音乐混。,,,07-22
冯哆多,垃圾,,,07-22
矮股晒伤亚,被美图拽着腿往下跌,,,07-22
他乡打工仔,看看美图和网易云音乐，再不卖没机会了,,,07-22
我不想努力了阿姨,大家不要因为大跌一点儿就开始觉得公司要完蛋了,,,07-22
阿里巴巴-W资讯,港股评级汇总 | 国信证券维持阿里巴巴优于大市评级,,,07-15
疯狂的账户,跌到昨天最低点又拉起来了下午观察一下。,,,07-22
矮股晒伤亚,国内基金增仓，美股做空加码，小散你跟谁？,,,07-22
股友5356Ao3132,一边建仓，一边价格下降，为何？,,,07-22
逗比道长,目前看…没有快手强势。但是你盘子比快手小多了，而且题材也比快手优秀啊…应该立马起,,,07-22
他乡打工仔,减之。,,,07-22
股友HmxUd5,虚晃一枪冲击200以上了,,,07-22
三倍做多恒生科技,老铁们可以减仓了，这家伙涨不动了,,,07-22
发财的吉吉,来看看，一个竞价就一堆唱空的…,,,07-22
everflow,视情减仓了,,,07-22
逗比道长,竞价-10，你这是在专门吓唬人吗…,,,07-22
乘风破浪定有时,中报业绩不理想吗,,,07-22
我不想努力了阿姨,直接调整到位？,,,07-22
独立地猕猴桃,这是什么套路？,,,07-22
我不想努力了阿姨,调整几天继续冲,,,07-21
日计划东方红,十大重仓股个个都是全球赛道冠军，74%的龙头浓度。近一周涨得那叫一个爽，其他科技,,,07-21
冯哆多,尾盘能收红你就厉害了,,,07-21
有远见的欧泳14,这个股还能回到900吗,,,07-20
股友6Ud8162082,够强势,,,07-21
好运来了来了,我去金山云结果你也刷刷涨，就不能等我吗？,,,07-19
超级韭菜割肉王,才跌4个点就拉升。这也太猛了吧,,,07-21
我不想努力了阿姨,下周继续砸盘,,,07-19
哔哩哔哩资讯,V聚场今天迎来首批30名入驻大V，互联网优质内容创作集聚区“杨”帆起航,,,07-17
东东将军,阿哔，能不能把你那个广告给关了，每退一次，后台点进去都会点进广告，感受到了很大的,,,07-19
Jzcs,上升通道已经打开，压力位在238，突破238到300就没啥压力了,,,07-18
山东朋友,它市盈负100？不挣钱呗？,,,07-19
阿里巴巴-W资讯,港股风向标｜恒指震荡走高逼近25000点关口 AH溢价收敛机构看好三大方向,,,07-18
矮股晒伤亚,你看正常点的港股，还没超过去年10月高点的，屈指可数。。。,,,07-18
阅文集团资讯,四大派短剧激战，红果有编剧分账超百万元,,,07-02
绝不再追高,昨天踢飞了半仓，卧槽,,,07-18
Jzcs,二次元鼻祖，主要是变现问题,,,07-18
ETF小队长,纯度更高，锐度更高，除了恒生科技还有更好的选择吗？,,,07-18
股友0o797061l6,不小心发现小破站的秘密，离230只有15%了,,,07-18
寿喜锅多加牛肉,太凶了，美团和B站二选一，又选错了。。。,,,07-18
熊猫大侠2024,吧里的兄弟们，相处了这么长时间，我说过200松松的，目标已达成，留个半仓转战商汤,,,07-18
夏洛买冒绿光的,折磨老子一天，卖了就,,,07-18
地地主,大家好，今天你们加了吗,,,07-18
尘之实盘,是因为灵笼么？,,,07-18
我飘向北方,这么猛啊,,,07-18
睿智沉稳的高三仟,东方财富VipV1-V6都多少资产,,,07-18
基民PFXR5A,下周还有得来,,,07-18
我不想努力了阿姨,$哔哩哔哩-W(HK|09626)$,,,07-18
是云嗷,全仓哔哩哔哩，天天见你们说不如快手一坨，今天挪半仓去快手，看看成效。,,,05-08
吴总股市发大财,清仓了，落袋为安,,,07-18
疯狂的账户,不看了均价附近震荡了下午再来,,,07-18
心细如尘的千屿3,玛德,,,07-18
疯狂的账户,阿姨啥时候砸到178啊,,,07-18
买啥啥涨幸运儿,我买了大家小心,,,07-18
我不想努力了阿姨,我开始砸了,,,07-18
不嘎韭菜嘎牛牛,[微笑],,,07-18
凯恩量子投资,b站还是猛,,,07-18
我不想努力了阿姨,今天你是红姐，需要半桶油,,,07-18
神代梦桦檀,今天能站稳200吗,,,07-18
哔哩哔哩资讯,他们在杨浦V聚场，共同书写一篇关于“出发”的宣言,,,07-18
疯狂的账户,上午山顶跑路了，下午看看机会再接回来吧持股到238,,,07-17
知乎-W资讯,集结大V、UP主 锚定优质内容创作：上海是懂“聚变”的,,,07-17
熊猫大侠2024,明天过200，松松的！,,,07-17
股友0o797061l6,马上要到196，阿姨又要卖了，阿姨永远卖不完,,,07-17
哔哩哔哩-W资讯,德意志银行在哔哩哔哩-W的持股比例于7月14日从21.47%降至20.91%,,,07-17
熊猫大侠2024,"1666,1777,1818,1919这是我发的第4个数字贴，大家猜一猜下一个数",,,07-17
山寨强,两条上影线,,,07-17
股友7d08503i27,今天破200,,,07-17
n791313473267678,$哔哩哔哩-W(HK|09626)$,,,07-17
我不想努力了阿姨,一字断魂刀吓死你们,,,07-17
Jzcs,今天应该有6个点,,,07-17
金闪闪888,庄开始出货了一单卖了3600万,,,07-17
翻倍行情呀,感谢这一波百分47了先撤退了,,,07-17
小散游击队,最靓的仔,,,07-17
我不想努力了阿姨,再给我一个机会180上车,,,07-17
股友29Y6053H55,越亏越涨,,,07-17
熊猫大侠2024,深耕二次元十几年，已没有对手了，看懂了你不会动，任何卖出都是错，卖了不买是错上加,,,07-17
账户已注销,加仓,,,07-17
小满3926,为什么这几个月一直涨？,,,07-17
逗比道长,我去…我昨天减仓了…好气啊,,,07-17
菠萝zzzzz,看不懂能到多少,,,07-17
我不想努力了阿姨,好气哦,,,07-17
我不想努力了阿姨,这就是这个ip的价值，你们卖了不接回来会后悔一辈子,,,07-17
我不想努力了阿姨,大腿拍断啊！,,,07-17
冯哆多,今天能破200不,,,07-17
舜宇光学科技资讯,恒生指数高开0.12% 恒生科技指数跌0.02%,,,07-17
不满不舒服司机,今天必须收复200,,,07-17
小散游击队,大腿拍断……,,,07-17
股友3EyHpj,昨天卖了，卖完就后悔了,,,07-17
捉妖捉庄,弱弱的问句：600的本有机会解套吗？,,,07-16
健身房复盘侠,港股科技迎来黄金窗口，科技利好再加码！,,,07-16
